Description,Price,Rating,Review Count,Product URL
Dungeons & Dragons Dark Alliance Steelbook Edition (PS5) [Edizione: Germania],"5,47 €","3,7 su 5 stelle",Dungeons & Dragons Dark Alliance Steelbook Edition (PS5) [Edizione: Germania],https://www.amazon.it//Dungeons-Dragons-Alliance-Steelbook-Edizione/dp/B08Z2J46VZ/ref=sr_1_65?keywords=ps5&qid=1652351378&sr=8-65
"OIVO Ricarica Controller PS5, Rapido Base di Ricarica PS5 con Indicatore LED, Caricatore Joystick PS5 per Sony Playstation 5 Wireless Controller","5,99 €","4,5 su 5 stelle","OIVO Ricarica Controller PS5, Rapido Base di Ricarica PS5 con Indicatore LED, Caricatore Joystick PS5 per Sony Playstation 5 Wireless Controller",https://www.amazon.it//OIVO-Controller-Indicatore-Caricatore-Playstation/dp/B08CXTYHHJ/ref=sr_1_66?keywords=ps5&qid=1652351378&sr=8-66
Terminator: Resistance Enhanced - PlayStation 5,"6,65 €","3,7 su 5 stelle",Terminator: Resistance Enhanced - PlayStation 5,https://www.amazon.it//Terminator-Resistance-Enhanced-PlayStation-5/dp/B08WBBTCX8/ref=sr_1_67?keywords=ps5&qid=1652351378&sr=8-67
"MaD Vision® Skin Kit per PS5 Versione STANDARD/DISC/DISK mod. JUVENTUS FC, Cover Pellicola Adesiva Antigraffio 100% Vinile HD Quality + Set 4 paia gommini x Controller Joystick PlayStation 5","5,47 €","4,8 su 5 stelle","MaD Vision® Skin Kit per PS5 Versione STANDARD/DISC/DISK mod. JUVENTUS FC, Cover Pellicola Adesiva Antigraffio 100% Vinile HD Quality + Set 4 paia gommini x Controller Joystick PlayStation 5",https://www.amazon.it//Pellicola-Antigraffio-compatibile-Controller-PlayStation/dp/B095Z3NVPD/ref=sr_1_68?keywords=ps5&qid=1652351378&sr=8-68
"Borsa per PS5, Borsa Trasporto per PS5 Console Digital Edition/ Edizione Regolare e Controller, Custodia Trasporto Protettiva per PlayStation 5, Controller, Schede di Gioco per PS5, HDMI e Accessori","3,99 €","4,2 su 5 stelle","Borsa per PS5, Borsa Trasporto per PS5 Console Digital Edition/ Edizione Regolare e Controller, Custodia Trasporto Protettiva per PlayStation 5, Controller, Schede di Gioco per PS5, HDMI e Accessori",https://www.amazon.it//Trasporto-Controller-Protettiva-PlayStation-Accessori/dp/B08XXCJ8VP/ref=sr_1_69?keywords=ps5&qid=1652351378&sr=8-69
Subnautica Below Zero - Playstation 5,"9,90 €","4,4 su 5 stelle",Subnautica Below Zero - Playstation 5,https://www.amazon.it//Subnautica-Below-Zero-Playstation-5/dp/B08WQT6FJL/ref=sr_1_70?keywords=ps5&qid=1652351378&sr=8-70
"Hori U.K. Volante RWA Racing Wheel Apex - PS5 - PS4 - PC - Ufficiale Sony, nero","19,00 €","4,2 su 5 stelle","Hori U.K. Volante RWA Racing Wheel Apex - PS5 - PS4 - PC - Ufficiale Sony, nero",https://www.amazon.it//Hori-U-K-Volante-Racing-Wheel/dp/B09PX6GHJ7/ref=sr_1_71?keywords=ps5&qid=1652351378&sr=8-71
MatoSan® 4 Pezzi Playstation 5 Estensione Trigger estesa R2 L2 e Migliore precisione Tappi per Pulsanti Posteriori Grip Accessori Set Assist per Controller PS5 Stick Accessori di Protezione,",99 €","4,1 su 5 stelle",MatoSan® 4 Pezzi Playstation 5 Estensione Trigger estesa R2 L2 e Migliore precisione Tappi per Pulsanti Posteriori Grip Accessori Set Assist per Controller PS5 Stick Accessori di Protezione,https://www.amazon.it//Playstation-Estensione-precisione-Posteriori-Controller/dp/B09KND7K3B/ref=sr_1_72?keywords=ps5&qid=1652351378&sr=8-72
Nba 2K22 (Sweetener Exclusive Edition) - Standard - Playstation 5,"5,99 €","4,6 su 5 stelle",Nba 2K22 (Sweetener Exclusive Edition) - Standard - Playstation 5,https://www.amazon.it//Nba-2K22-Sweetener-Exclusive-Playstation/dp/B099L114JS/ref=sr_1_73?keywords=ps5&qid=1652351378&sr=8-73
Sony PlayStation®5 - DualSense™ Wireless Controller Starlight Blue,/A,"4,7 su 5 stelle",Sony PlayStation®5 - DualSense™ Wireless Controller Starlight Blue,https://www.amazon.it//Sony-PlayStation%C2%AE5-DualSenseTM-Controller-Starlight/dp/B09NLH8PMY/ref=sr_1_74?keywords=ps5&qid=1652351378&sr=8-74
"Seagate Game Drive per console PlayStation, 2 TB, Hard Disk Esterni - USB 3.2 Gen 1, con licenza ufficiale (STGD2000200)","2,99 €","4,7 su 5 stelle","Seagate Game Drive per console PlayStation, 2 TB, Hard Disk Esterni - USB 3.2 Gen 1, con licenza ufficiale (STGD2000200)",https://www.amazon.it//Seagate-2TB-Game-Drive-PlayStation/dp/B07PPNSFBK/ref=sr_1_75?keywords=ps5&qid=1652351378&sr=8-75
"Supporto Verticale da Parete PlayStation 5 Disk e Digital Edition, Base da Parete per Play 5, Stand Verticale PS5 con Montaggio a Muro, in Ferro Verniciato a Polvere, Borangame, Bianco","5,90 €","4,5 su 5 stelle","Supporto Verticale da Parete PlayStation 5 Disk e Digital Edition, Base da Parete per Play 5, Stand Verticale PS5 con Montaggio a Muro, in Ferro Verniciato a Polvere, Borangame, Bianco",https://www.amazon.it//Verticale-PlayStation-Montaggio-Verniciato-Borangame/dp/B0925WYJS1/ref=sr_1_76?keywords=ps5&qid=1652351378&sr=8-76
Spider-Man: Miles Morales - Ultimate Edition PS5,"9,84 €","4,7 su 5 stelle",Spider-Man: Miles Morales - Ultimate Edition PS5,https://www.amazon.it//Spider-Man-Miles-Morales-Ultimate-PS5/dp/B08K3Z3H5S/ref=sr_1_77?keywords=ps5&qid=1652351378&sr=8-77
"Logitech G29 Driving Force Volante da Corsa con Pedali Regolabili, Ritorno di Forza Reale, Comandi Cambio in Acciaio Inossidabile, Volante in Pelle, Spina EU, PS5, PS4, PC, Mac - Nero","23,23 €","4,6 su 5 stelle","Logitech G29 Driving Force Volante da Corsa con Pedali Regolabili, Ritorno di Forza Reale, Comandi Cambio in Acciaio Inossidabile, Volante in Pelle, Spina EU, PS5, PS4, PC, Mac - Nero",https://www.amazon.it//Volante-Corsa-Logitech-Driving-Force/dp/B00YUIM2J0/ref=sr_1_78?keywords=ps5&qid=1652351378&sr=8-78
"Trust Gaming GXT 391 Thian Cuffie Gaming Wireless per PS5, PS4 e PC, 5.8 Ghz, Dongle USB, Over Ear, Ricaricabile, Multi-Platform, Cuffie con Microfono Leggero Ecosostenibile - Nero","8,98 €","4,5 su 5 stelle","Trust Gaming GXT 391 Thian Cuffie Gaming Wireless per PS5, PS4 e PC, 5.8 Ghz, Dongle USB, Over Ear, Ricaricabile, Multi-Platform, Cuffie con Microfono Leggero Ecosostenibile - Nero",https://www.amazon.it//Trust-Gaming-Ricaricabile-Multi-Platform-Ecosostenibile/dp/B09QMGZJ64/ref=sr_1_79?keywords=ps5&qid=1652351378&sr=8-79
"HORI Controller Arcade Fighting Commander OCTA per PlayStation 5 - PS5, PS4, PC - Licenza ufficiale Sony","9,99 €",,"HORI Controller Arcade Fighting Commander OCTA per PlayStation 5 - PS5, PS4, PC - Licenza ufficiale Sony",https://www.amazon.it//Controller-Arcade-Fighting-Commander-PlayStation/dp/B09RQTTWPQ/ref=sr_1_80?keywords=ps5&qid=1652351378&sr=8-80
SIFU - PlayStation 5,"6,99 €","4,3 su 5 stelle",SIFU - PlayStation 5,https://www.amazon.it//Microids-SIV-PS5-SIFU-PlayStation-5/dp/B09RKC5WHX/ref=sr_1_81?keywords=ps5&qid=1652351378&sr=8-81
Cover PlayStation 5 Standard - Cosmic Red [Esclusiva Amazon],"1,45 €","4,9 su 5 stelle",Cover PlayStation 5 Standard - Cosmic Red [Esclusiva Amazon],https://www.amazon.it//Cover-PlayStation-Standard-Cosmic-Esclusiva/dp/B09NHW177C/ref=sr_1_82?keywords=ps5&qid=1652351378&sr=8-82
"Logitech G435 LIGHTSPEED Cuffie Gaming Wireless Bluetooth, Cuffie Over Ear Leggere, Microfoni Integrati, Batteria da 18 Ore, Compatibile con Dolby Atmos, PC, PS4, PS5, Mobile, Nintendo Switch - Nero","9,90 €","4,3 su 5 stelle","Logitech G435 LIGHTSPEED Cuffie Gaming Wireless Bluetooth, Cuffie Over Ear Leggere, Microfoni Integrati, Batteria da 18 Ore, Compatibile con Dolby Atmos, PC, PS4, PS5, Mobile, Nintendo Switch - Nero",https://www.amazon.it//Logitech-LIGHTSPEED-Bluetooth-Microfoni-Compatibile/dp/B07W7LNTM5/ref=sr_1_83?keywords=ps5&qid=1652351378&sr=8-83
"Turtle Beach Stealth 700 Gen 2 MAX Nero – Xbox Series X|S, Xbox One, PS5, PS4 e PC","99,99 €","3,3 su 5 stelle","Turtle Beach Stealth 700 Gen 2 MAX Nero – Xbox Series X|S, Xbox One, PS5, PS4 e PC",https://www.amazon.it//Turtle-Beach-Stealth-700-Nero/dp/B09V7WC35R/ref=sr_1_84?keywords=ps5&qid=1652351378&sr=8-84
Placche frontale PS5 con sfogo di raffreddamento Copertura della console per Playstation 5 Disc Edition laterale di ricambio Accessori per coperture Custodia rigida antigraffio e antipolvere nera,"4,99 €","4,9 su 5 stelle",Placche frontale PS5 con sfogo di raffreddamento Copertura della console per Playstation 5 Disc Edition laterale di ricambio Accessori per coperture Custodia rigida antigraffio e antipolvere nera,https://www.amazon.it//raffreddamento-Copertura-Playstation-antigraffio-antipolvere/dp/B09QHV6LQW/ref=sr_1_85?keywords=ps5&qid=1652351378&sr=8-85
Outriders - Day One Edition - PlayStation 5,"9,98 €","4,4 su 5 stelle",Outriders - Day One Edition - PlayStation 5,https://www.amazon.it//Outriders-Day-One-PlayStation-5/dp/B08KXCKSXJ/ref=sr_1_86?keywords=ps5&qid=1652351378&sr=8-86
"Microsoft Xbox Series S, All-digital","89,97 €","4,7 su 5 stelle","Microsoft Xbox Series S, All-digital",https://www.amazon.it//Microsoft-Xbox-Series-S/dp/B08JDTCXRG/ref=sr_1_87?keywords=ps5&qid=1652351378&sr=8-87
Tiny Tina's Wonderlands Next Level Edition(輸入版:北米)- PS5,"2,15 €","4,5 su 5 stelle",Tiny Tina's Wonderlands Next Level Edition(輸入版:北米)- PS5,https://www.amazon.it//Tiny-Tinas-Wonderlands-PlayStation-5/dp/B09FCTFLVW/ref=sr_1_88?keywords=ps5&qid=1652351378&sr=8-88
"Benazcap Supporto PS5 con Ventola di Raffreddamento, Accessori PS5 per Console Playstation 5 con Stazione di Ricarica Doppio Controller, 1 Supporto per Cuffie e Conservazione per 8 Giochi - Nero","9,99 €","4,4 su 5 stelle","Benazcap Supporto PS5 con Ventola di Raffreddamento, Accessori PS5 per Console Playstation 5 con Stazione di Ricarica Doppio Controller, 1 Supporto per Cuffie e Conservazione per 8 Giochi - Nero",https://www.amazon.it//Benazcap-Raffreddamento-Playstation-Controller-Conservazione/dp/B09F62MHZB/ref=sr_1_89?keywords=ps5&qid=1652351378&sr=8-89
Dying Light 2 Stay Human - Playstation 5,"9,47 €","4,1 su 5 stelle",Dying Light 2 Stay Human - Playstation 5,https://www.amazon.it//Dying-Light-Stay-Human-Playstation/dp/B0961TVGQV/ref=sr_1_90?keywords=ps5&qid=1652351378&sr=8-90
"PlayVital Cover Custodia Silicone per ps5 Telecomando Multimediale,Case Skin Protettiva Copertura Ergonomica per ps5 Media Remote Controller-Nero","0,99 €","4,4 su 5 stelle","PlayVital Cover Custodia Silicone per ps5 Telecomando Multimediale,Case Skin Protettiva Copertura Ergonomica per ps5 Media Remote Controller-Nero",https://www.amazon.it//PlayVital-Telecomando-Multimediale-Playstation-Controller-Nero/dp/B097B99TY3/ref=sr_1_91?keywords=ps5&qid=1652351378&sr=8-91
Tt Isle of Man 2 – Ride on The Edge - PlayStation 4,",90 €","4,2 su 5 stelle",Tt Isle of Man 2 – Ride on The Edge - PlayStation 4,https://www.amazon.it//Tt-Isle-Man-Ride-PlayStation/dp/B084J289SY/ref=sr_1_92?keywords=ps5&qid=1652351378&sr=8-92
"OIVO Supporto Orizzontale PS5 con Ventola con Caricatore Controller, Raffreddamento PS5 Supporto Orizzontale con Ricarica Controller PS5 per Console PS5, Supporto Orizzontale per Playstation","3,99 €","4,5 su 5 stelle","OIVO Supporto Orizzontale PS5 con Ventola con Caricatore Controller, Raffreddamento PS5 Supporto Orizzontale con Ricarica Controller PS5 per Console PS5, Supporto Orizzontale per Playstation",https://www.amazon.it//OIVO-Orizzontale-Caricatore-Raffreddamento-Playstation/dp/B09WR3DBT3/ref=sr_1_93?keywords=ps5&qid=1652351378&sr=8-93
Sold Out Jurassic World Evolution 2 PlayStation 5,"1,99 €","4,6 su 5 stelle",Sold Out Jurassic World Evolution 2 PlayStation 5,https://www.amazon.it//Sold-Out-Jurassic-Evolution-PlayStation/dp/B09F9XWSFY/ref=sr_1_94?keywords=ps5&qid=1652351378&sr=8-94
eXtremeRate PlayVital Cover Controller per ps5 Custodia Protettiva in Silicone Skin Antiscivolo con Gommini Coprilevette Analogiche per ps5 Joystick-3D Borchiate(Trasparente Bianco),"2,99 €","4,5 su 5 stelle",eXtremeRate PlayVital Cover Controller per ps5 Custodia Protettiva in Silicone Skin Antiscivolo con Gommini Coprilevette Analogiche per ps5 Joystick-3D Borchiate(Trasparente Bianco),https://www.amazon.it//eXtremeRate-Antiscivolo-Coprilevette-PlayStation-Joystick-3D/dp/B096LL4XJL/ref=sr_1_95?keywords=ps5&qid=1652351378&sr=8-95
"Exquisite Gaming Cable Guy- New Crash Bandicoot per controller, smartphone o Wumpa Fruit [Edizione: Germania]","3,99 €","4,2 su 5 stelle","Exquisite Gaming Cable Guy- New Crash Bandicoot per controller, smartphone o Wumpa Fruit [Edizione: Germania]",https://www.amazon.it//Cable-Guy-Crash-Bandicoot-Edizione/dp/B087541DFK/ref=sr_1_96?keywords=ps5&qid=1652351378&sr=8-96
DNF Duel (PS5),"9,99 €",,DNF Duel (PS5),https://www.amazon.it//Arc-System-Works-DNF-Duel/dp/B09YM8FL18/ref=sr_1_97?keywords=ps5&qid=1652351378&sr=8-97
Star Wars JEDI: Fallen Order - PlayStation 5,"2,99 €","4,6 su 5 stelle",Star Wars JEDI: Fallen Order - PlayStation 5,https://www.amazon.it//Star-Wars-JEDI-Fallen-PlayStation/dp/B09424RV4J/ref=sr_1_98?keywords=ps5&qid=1652351378&sr=8-98
Demon's Souls - PlayStation 5,"9,29 €","4,7 su 5 stelle",Demon's Souls - PlayStation 5,https://www.amazon.it//Sony-Demons-Souls-PS5/dp/B08JH7M6MN/ref=sr_1_97?keywords=ps5&qid=1652351379&sr=8-97
"eXtremeRate Kit di rimappatura programmabile Rise 2.0 per controller PS5 BDM-020, scheda di aggiornamento e pulsanti posteriori ridisegnati per controller PS5 - Controller non incluso","5,44 €","5,0 su 5 stelle","eXtremeRate Kit di rimappatura programmabile Rise 2.0 per controller PS5 BDM-020, scheda di aggiornamento e pulsanti posteriori ridisegnati per controller PS5 - Controller non incluso",https://www.amazon.it//eXtremeRate-rimappatura-programmabile-aggiornamento-ridisegnati/dp/B09MJXT5KY/ref=sr_1_98?keywords=ps5&qid=1652351379&sr=8-98
Chernobylite - PS5,"5,98 €",,Chernobylite - PS5,https://www.amazon.it//Perpetual-Europe-Ltd-Chernobylite-PS5/dp/B09XR9N37H/ref=sr_1_99?keywords=ps5&qid=1652351379&sr=8-99
Sony PlayStation®5 - DualSense™ Wireless Controller Galactic Purple,/A,"4,7 su 5 stelle",Sony PlayStation®5 - DualSense™ Wireless Controller Galactic Purple,https://www.amazon.it//Sony-PlayStation%C2%AE5-DualSenseTM-Wireless-Controller/dp/B09NLJCVGB/ref=sr_1_100?keywords=ps5&qid=1652351379&sr=8-100
"Supporto da Parete Per PS5 (Disco e Digitale), Stabile Supporto da Parete per Playstation 5 Rivestimento in Acciaio Inossidabile con Viti（Nero）","4,99 €","4,7 su 5 stelle","Supporto da Parete Per PS5 (Disco e Digitale), Stabile Supporto da Parete per Playstation 5 Rivestimento in Acciaio Inossidabile con Viti（Nero）",https://www.amazon.it//Supporto-Playstation-Rivestimento-Inossidabile-Viti%EF%BC%88Nero%EF%BC%89/dp/B097SY9J6L/ref=sr_1_101?keywords=ps5&qid=1652351379&sr=8-101
Ratchet & Clank: Rift Apart - PlayStation 5,"9,99 €","4,8 su 5 stelle",Ratchet & Clank: Rift Apart - PlayStation 5,https://www.amazon.it//Ratchet-Clank-Rift-Apart-PlayStation/dp/B08WJS8642/ref=sr_1_102?keywords=ps5&qid=1652351379&sr=8-102
"sciuU Supporto da Parete compatibile con PS5 Playstation 5 Disc / Digitale Edition, Accessori Piastra Metallico Addensato ad Alta Resistenza, Base staffa Bracket Verticale for PS 5 Console, Nero","2,99 €","4,7 su 5 stelle","sciuU Supporto da Parete compatibile con PS5 Playstation 5 Disc / Digitale Edition, Accessori Piastra Metallico Addensato ad Alta Resistenza, Base staffa Bracket Verticale for PS 5 Console, Nero",https://www.amazon.it//sciuU-compatibile-Playstation-Accessori-Resistenza/dp/B09PMMG4YP/ref=sr_1_103?keywords=ps5&qid=1652351379&sr=8-103
AimControllers Controller PS5 Wireless Personalizzato - Dualsense PS5 - Joystick Sony Playstation 5 - PS5 Controller per PS5 Console - Pad PS5 - Remap - Smart Triggers - Joker Yellow,"59,00 €","3,6 su 5 stelle",AimControllers Controller PS5 Wireless Personalizzato - Dualsense PS5 - Joystick Sony Playstation 5 - PS5 Controller per PS5 Console - Pad PS5 - Remap - Smart Triggers - Joker Yellow,https://www.amazon.it//AimControllers-Controller-PS5-Wireless-Personalizzato/dp/B08ZN93BKZ/ref=sr_1_104?keywords=ps5&qid=1652351379&sr=8-104
Back 4 Blood - Ed. Standard - PS5,"1,95 €","3,9 su 5 stelle",Back 4 Blood - Ed. Standard - PS5,https://www.amazon.it//Back-4-Blood-Standard-PS5/dp/B08R19XZ34/ref=sr_1_105?keywords=ps5&qid=1652351379&sr=8-105
"ZtotopCase per Custodia da Trasporto PS5, Compatibile con Console PS5 e Disco PS5 / Edizione Digitale, Borsa per Controller/Giochi PS5, Cuffie da Gioco, Base Console e Accessori - Grigio","9,99 €","4,5 su 5 stelle","ZtotopCase per Custodia da Trasporto PS5, Compatibile con Console PS5 e Disco PS5 / Edizione Digitale, Borsa per Controller/Giochi PS5, Cuffie da Gioco, Base Console e Accessori - Grigio",https://www.amazon.it//ZtotopCase-trasporto-compatibile-controller-accessori/dp/B08QD5XBPC/ref=sr_1_106?keywords=ps5&qid=1652351379&sr=8-106
eXtremeRate PlayVital Cover Custodia per ps5 Controller Skin Antiscivolo Protettiva in Silicone per ps5 Joystick con Gommini Coprilevette Analogiche-Guardian Edizione(Verde Nero Mimetico),"5,99 €","4,4 su 5 stelle",eXtremeRate PlayVital Cover Custodia per ps5 Controller Skin Antiscivolo Protettiva in Silicone per ps5 Joystick con Gommini Coprilevette Analogiche-Guardian Edizione(Verde Nero Mimetico),https://www.amazon.it//eXtremeRate-Controller-Antiscivolo-Coprilevette-Analogiche-Guardian/dp/B09XH1MM7N/ref=sr_1_107?keywords=ps5&qid=1652351379&sr=8-107
"TYRSEN Supporto PS5,Caricatore a Doppio Controller con Ventola di Raffreddamento Regolabile e Indicatori LED,Accessori PS5,10 Game Rack Organizer,2 IN 1 Cable Included Bianco","6,99 €","4,8 su 5 stelle","TYRSEN Supporto PS5,Caricatore a Doppio Controller con Ventola di Raffreddamento Regolabile e Indicatori LED,Accessori PS5,10 Game Rack Organizer,2 IN 1 Cable Included Bianco",https://www.amazon.it//TYRSEN-Caricatore-Controller-Raffreddamento-Regolabile/dp/B09TXC8T83/ref=sr_1_108?keywords=ps5&qid=1652351379&sr=8-108
Mortal Kombat 11 Ultimate - PlayStation 5,"4,98 €","4,6 su 5 stelle",Mortal Kombat 11 Ultimate - PlayStation 5,https://www.amazon.it//Mortal-Kombat-11-Ultimate-PlayStation/dp/B08L7628LH/ref=sr_1_109?keywords=ps5&qid=1652351379&sr=8-109
