Description,Price,Rating,Review Count,Product URL
"Scott Joplin Piano Sheet Music Book - Complete Works: 90 Compositions - Rags, Waltzes, Marches, Cakewalks, Collaborations, Songs, Opera - Includes ... THE ENTERTAINER, TREEMONISHA, etc.: Volume 1","5,95 €","4,9 su 5 stelle",Edizione Inglese,https://www.amazon.it//Scott-Joplin-Complete-Works-Piano/dp/1505535417/ref=sr_1_61?keywords=piano&qid=1652284507&sr=8-61
A First Book of Blues: For The Beginning Pianist (Dover Classical Piano Music For Beginners) (English Edition),",99 €","4,2 su 5 stelle",Edizione Inglese,https://www.amazon.it//First-Book-Blues-Arrangements-Beginning-ebook/dp/B00A44CN2A/ref=sr_1_62?keywords=piano&qid=1652284507&sr=8-62
"KORG - D1 - BK Piano stage colore nero, cabinet compatto e leggero; tastiera 88 tasti a pesatura graduale RH3","89,00 €","3,8 su 5 stelle",43,https://www.amazon.it//Korg-D1-88llaves-Pianoforte-Digitale-Elettronica/dp/B079K2LFDX/ref=sr_1_63?keywords=piano&qid=1652284507&sr=8-63
Chord Style Piano: Learning Piano Chords With LRPCN Chord Notation: Chord Piano Book (English Edition),",00 €",,Edizione Inglese,https://www.amazon.it//Chord-Style-Piano-Learning-Notation-ebook/dp/B096RRJGD7/ref=sr_1_64?keywords=piano&qid=1652284507&sr=8-64
"Piano Exam Pieces 2021 & 2022, ABRSM Grade 4: Selected from the 2021 & 2022 syllabus","0,44 €","4,8 su 5 stelle",Edizione Inglese,https://www.amazon.it//Piano-Exam-Pieces-ABRSM-Grade/dp/1786013215/ref=sr_1_65?keywords=piano&qid=1652284507&sr=8-65
Esercizi di Piano: Per Adulti,",99 €","3,7 su 5 stelle",di ,https://www.amazon.it//Esercizi-Piano-Adulti-Hermann-Berens-ebook/dp/B088DVTPB5/ref=sr_1_66?keywords=piano&qid=1652284507&sr=8-66
FOMIYES 49 Tasti di Pianoforte Pieghevole Flessibile Portatile Elettronico Digitale di Musica Tastiera Del Pianoforte Aggiornato Impermeabile Del Silicone Della Tastiera di Piano,"3,24 €","3,4 su 5 stelle",5,https://www.amazon.it//FOMIYES-Pianoforte-Pieghevole-Elettronico-Impermeabile/dp/B097TPHM6Z/ref=sr_1_67?keywords=piano&qid=1652284507&sr=8-67
"Tastiera Musicale, Tastiera Elettronica 61 Tasti Pianoforte Tastiera Portatile Tastiera Digitale Piano Keyboard con Leggio e Microfono per Principiante Bambini Bambino Giocattolo Educativo Regalo","6,99 €","3,9 su 5 stelle",178,https://www.amazon.it//Elettronica-Pianoforte-Portatile-Principiante-Giocattolo/dp/B088FPVKR8/ref=sr_1_68?keywords=piano&qid=1652284507&sr=8-68
AKAI Professional LPK25 - Tastiera MIDI Controller Portatile USB con 25 Tasti Sensibili alla Dinamica,"5,00 €","4,4 su 5 stelle",421,https://www.amazon.it//AKAI-Professional-LPK25-Controller-Portatile/dp/B002M8GBDI/ref=sr_1_69?keywords=piano&qid=1652284507&sr=8-69
Danse Macabre and Other Works for Solo Piano (Dover Classical Piano Music) (English Edition),"1,99 €","5,0 su 5 stelle",Edizione Inglese,https://www.amazon.it//Danse-Macabre-Other-Works-English-ebook/dp/B00A7IWMEC/ref=sr_1_70?keywords=piano&qid=1652284507&sr=8-70
Trinity College London Sight Reading Piano: Initial-Grade 2,"7,54 €","4,7 su 5 stelle",Edizione Inglese,https://www.amazon.it//Trinity-College-London-Sight-Reading/dp/0857369253/ref=sr_1_71?keywords=piano&qid=1652284507&sr=8-71
Moonlight Sonata: Piano musical score (English Edition),",64 €",N/A,Edizione Inglese,https://www.amazon.it//Moonlight-Sonata-Piano-musical-English-ebook/dp/B09MR5JXY9/ref=sr_1_72?keywords=piano&qid=1652284507&sr=8-72
"Sasuori Custodia Imbottita per Tastiera Elettrica a 88 tasti, in Tessuto Oxford Gig Bag Portatile","0,00 €","5,0 su 5 stelle",1,https://www.amazon.it//Sasuori-Custodia-Imbottita-Elettrica-Portatile/dp/B09LHPJF6X/ref=sr_1_73?keywords=piano&qid=1652284507&sr=8-73
"Cinematic Piano: Beautiful, Cinema Inspired Piano Sheet Music Book for Adults & Children. Intermediate - Advanced. Free Audio Included (Piano Hive Books) (English Edition)",",80 €","4,3 su 5 stelle",Edizione Inglese,https://www.amazon.it//Cinematic-Piano-Beautiful-Children-Intermediate-ebook/dp/B09P3X5XQ8/ref=sr_1_74?keywords=piano&qid=1652284507&sr=8-74
Improve your sight-reading! Piano Grade 8 (English Edition),",27 €","4,7 su 5 stelle",Edizione Inglese,https://www.amazon.it//Improve-sight-reading-Piano-Grade-English-ebook/dp/B08R62D69M/ref=sr_1_75?keywords=piano&qid=1652284507&sr=8-75
Best 166 Telugu Songs (Ver 1.0) - Western (ABCD) Format: RUSHISBIZ PIANO NOTES - (Video Links+Notes+Scales+Index) (English Edition),",00 €",,Edizione Inglese,https://www.amazon.it//Best-166-Telugu-Songs-Ver-ebook/dp/B09RND277L/ref=sr_1_76?keywords=piano&qid=1652284507&sr=8-76
"Axus AXP2 Tastiera Elettronica Portatile a 61 Tasti Box Key e Sensibili al Tatto, Livello Beginner, con Alimentazione Elettrica e Leggio","83,65 €",,Prec.: ,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05219171L2K5OGMR3G3I&url=%2FAxus-Digital-AXP2-Elettronica-Sensibile%2Fdp%2FB008XIFC54%2Fref%3Dsr_1_77_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-77-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_mtf
LingTing LT-K17A 17 tasti Kalimba Mbira Thumb Piano(sussurro del vento),"9,99 €","4,7 su 5 stelle",129,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02009196AVM5O3LFU61&url=%2FLingTing-LT-K17A-Kalimba-Pianoforte-sussurro%2Fdp%2FB0897N6JR8%2Fref%3Dsr_1_78_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-78-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_mtf
"COSTWAY Pianoforte Digitale con 88 Tasti, Tastiera Elettrica con Custodia, 128 Ritmi e Toni, Adattamenti Dinamici, Pedale di Risonanza, Funzione Bluetooth (Nero)","66,99 €","4,5 su 5 stelle",17,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A053409214PXB0E3HUUQD&url=%2FCOSTWAY-Pianoforte-elettrica-adattamenti-risonanza%2Fdp%2FB082TX5SJX%2Fref%3Dsr_1_79_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-79-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_mtf
"COSTWAY Pianoforte Digitale con 61 Tasti, Tastiera Elettrica con Custodia, 128 Ritmi e Toni, Adattamenti Dinamici, Pedale di Risonanza, Funzione Bluetooth (Bianco)","03,99 €","3,8 su 5 stelle",5,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0051223126RY3QY81BUA&url=%2FCOSTWAY-Pianoforte-elettrica-adattamenti-risonanza%2Fdp%2FB082V1YJK4%2Fref%3Dsr_1_80_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-80-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_mtf
Big Sky Montana: Early Advanced Piano Suite (Recital Suite Series) (English Edition),",98 €","4,5 su 5 stelle",Edizione Inglese,https://www.amazon.it//Big-Sky-Montana-Advanced-Recital-ebook/dp/B010EC1AXE/ref=sr_1_81?keywords=piano&qid=1652284507&sr=8-81
"Piano Exam Pieces 2021 & 2022, ABRSM Grade 1: Selected from the 2021 & 2022 syllabus",",13 €","4,7 su 5 stelle",Edizione Inglese,https://www.amazon.it//Piano-Exam-Pieces-ABRSM-Grade/dp/1786013878/ref=sr_1_82?keywords=piano&qid=1652284507&sr=8-82
Little Preludes: for Piano (Schott Piano Classics) (English Edition),",99 €",N/A,Edizione Inglese,https://www.amazon.it//Little-Preludes-Schott-Classics-English-ebook/dp/B09M7LRCS5/ref=sr_1_83?keywords=piano&qid=1652284507&sr=8-83
Polish National Anthem I Mazurek Dabrowskiego I Easy Piano Sheet Music for Beginners and Intermediate Players I Guitar Chords I Lyrics: How to Play Piano ... Hymn I Video Tutorial (English Edition),",78 €",N/A,Edizione Inglese,https://www.amazon.it//National-Mazurek-Dabrowskiego-Beginners-Intermediate-ebook/dp/B097R5GWSR/ref=sr_1_84?keywords=piano&qid=1652284507&sr=8-84
LET'S LEARN PIANO: An Adult Beginner Method (black&white) (English Edition),",10 €",N/A,Edizione Inglese,https://www.amazon.it//LETS-LEARN-PIANO-Beginner-English-ebook/dp/B0965BRJ75/ref=sr_1_85?keywords=piano&qid=1652284507&sr=8-85
Roland FP-30X Digital Piano - Il nostro piano portatile più famoso - aggiornato (Bianco),"44,64 €","4,2 su 5 stelle",18,https://www.amazon.it//Roland-FP-30X-Digital-Piano-aggiornato/dp/B08SVML8Y8/ref=sr_1_86?keywords=piano&qid=1652284507&sr=8-86
Piano Adventures : Level 2A - Technique & Artistry Book (English Edition),",82 €","4,9 su 5 stelle",Edizione Inglese,https://www.amazon.it//Piano-Adventures-Technique-Artistry-English-ebook/dp/B086YG8W9X/ref=sr_1_87?keywords=piano&qid=1652284507&sr=8-87
Learn How to Play Keyboard / Piano With Auto-Accompaniment : A Self Tuition Book For Absolute Beginners (English Edition),",00 €","4,6 su 5 stelle",Edizione Inglese,https://www.amazon.it//Learn-Play-Keyboard-Piano-Auto-Accompaniment-ebook/dp/B09NMHXH4R/ref=sr_1_88?keywords=piano&qid=1652284507&sr=8-88
Improve your sight-reading! Piano Grade 2 [Improve your sight-reading!],",43 €","4,6 su 5 stelle",Edizione Inglese,https://www.amazon.it//Improve-Your-Sight-reading-Grade-Piano/dp/0571533027/ref=sr_1_89?keywords=piano&qid=1652284507&sr=8-89
Turkish March * Marcia Alla Turca from Ruins Of Athens Notes * Beethoven : Original Version * Medium Piano Sheet Music for Advanced Pianists * Video Tutorial * Big Notes (English Edition),",78 €",N/A,Edizione Inglese,https://www.amazon.it//Turkish-March-Marcia-Athens-Beethoven-ebook/dp/B08XQN9DTV/ref=sr_1_90?keywords=piano&qid=1652284507&sr=8-90
"Roland FP-10 Piano Digitale, Piano Digitale a 88 tasti, Portatile, Ideale per la casa e l'esercizio, Nero","84,00 €","4,7 su 5 stelle",451,https://www.amazon.it//ROLAND-FP-10-BK-FP-10-Piano-digitale/dp/B07MH391ZF/ref=sr_1_91?keywords=piano&qid=1652284507&sr=8-91
"LAVA ME 3 Smartguitar, Chitarra acustica in fibra di carbonio con accordatore, effetti multipli, adatta per principianti, adulti, chitarra da viaggio destra (Piano Bag Bianca da 36 pollici)",".299,00 €","5,0 su 5 stelle",3,https://www.amazon.it//LAVA-Chitarra-principianti-carbonio-pianoforte/dp/B09C699W9V/ref=sr_1_92?keywords=piano&qid=1652284507&sr=8-92
"The Bird - Scherzo, Op. 33 No. 3, Violin Part: Violin & Piano arr. by L. Auer (English Edition)",",00 €",,Edizione Inglese,https://www.amazon.it//Bird-Scherzo-Violin-Piano-English-ebook/dp/B098XMG8J7/ref=sr_1_93?keywords=piano&qid=1652284507&sr=8-93
"110 Easy Pieces For Piano: Nursery Rhymes, Folk Songs, Christmas, Hymns & Classical Pieces: The Ultimate Bumper Collection; Preparatory level (English Edition)",",98 €","4,5 su 5 stelle",Edizione Inglese,https://www.amazon.it//110-Easy-Pieces-Piano-Preparatory-ebook/dp/B099QKTP7X/ref=sr_1_94?keywords=piano&qid=1652284507&sr=8-94
"Casio - PRIVIA PX-S3000, Piano digitale",/A,"4,3 su 5 stelle",47,https://www.amazon.it//PX-S3000BK-PX-S3000-BK/dp/B07N1WGTQG/ref=sr_1_95?keywords=piano&qid=1652284507&sr=8-95
Il Piano Magico V.1: Vol. 1,"8,90 €","4,6 su 5 stelle",di ,https://www.amazon.it//piano-magico-CD-Audio/dp/8863885133/ref=sr_1_96?keywords=piano&qid=1652284507&sr=8-96
"Clair de lune, Debussy: Partition pour piano (French Edition)",",99 €",N/A,Edizione Francese,https://www.amazon.it//Clair-lune-Debussy-Partition-French-ebook/dp/B09MWML6JN/ref=sr_1_97?keywords=piano&qid=1652284507&sr=8-97
TERENCE Pianoforte Digitale Portatile 61 Tasti semi-pesati con Supporti e batteria da 1800 mAh Tastiera e interfaccia MIDI e supporto per spartiti Bluetooth Borsa adesiva Cavo audio Auricolari,"40,99 €","4,3 su 5 stelle",53,https://www.amazon.it//TERENCE-Pianoforte-semi-pesati-interfaccia-Auricolari/dp/B09KTCLMWX/ref=sr_1_98?keywords=piano&qid=1652284507&sr=8-98
"Yamaha Digital Piano P-121B Pianoforte Digitale Compatto, con 73 tasti Dinamici e Sensibili al Tocco, Compatibile con l'Applicazione Smart Pianist, Nero",/A,"4,7 su 5 stelle",12,https://www.amazon.it//Yamaha-P-121B-Keyboard-Nero/dp/B07H4ZW993/ref=sr_1_99?keywords=piano&qid=1652284507&sr=8-99
"KORG - D1 - WH Piano Stage, Bianco","16,40 €","4,7 su 5 stelle",8,https://www.amazon.it//KORG-D1-WT-Korg-D1-Wh/dp/B07TCF3DVB/ref=sr_1_100?keywords=piano&qid=1652284507&sr=8-100
"Classic Cantabile DP-50 SM Pianoforte digitale - 88 Tasti con tastiera pesata hammer action - Pianola musicale con USB, 32 polifonia, 14 voci, 3 pedali - Piano digitale per scuola - Nero opaco","57,61 €","4,8 su 5 stelle",46,https://www.amazon.it//Classic-Cantabile-DP-50-pianoforte-digitale/dp/B00MYC26K4/ref=sr_1_101?keywords=piano&qid=1652284507&sr=8-101
"Le Scale per Pianoforte Nuovo metodo illustrato - Versione in bianco e nero con immagini di Tastiere per memorizzare: Scale Maggiori e Minori in ottava, ... contrario e quattro ottave. (Piano Art)",",99 €","4,3 su 5 stelle",di ,https://www.amazon.it//Scale-Pianoforte-Nuovo-metodo-illustrato-ebook/dp/B08YQT5P4V/ref=sr_1_102?keywords=piano&qid=1652284507&sr=8-102
"Nehmt meinen Dank..., K-383: For Voice and Piano (German Edition)",",00 €",,Edizione Tedesco,https://www.amazon.it//Nehmt-meinen-Dank-K-383-German-ebook/dp/B0971SH8VG/ref=sr_1_103?keywords=piano&qid=1652284507&sr=8-103
Il piano magico. Con CD Audio (Vol. 2),"8,90 €","4,9 su 5 stelle",di ,https://www.amazon.it//piano-magico-CD-Audio/dp/8863885591/ref=sr_1_104?keywords=piano&qid=1652284507&sr=8-104
CAHAYA Melodica 32 Tasti con Lungo Boccaglio e Custodia per Trasporto Strumento Giocattolo Musicale (Nero),"6,99 €","4,6 su 5 stelle",2.881,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A041540829K6QHX69MV3G&url=%2FCAHAYA-Boccaglio-Trasporto-Strumento-Giocattolo%2Fdp%2FB0728GCXFK%2Fref%3Dsr_1_105_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-105-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_btf
Kalimba 17 Tasti Professionale Mbira per Bambini Adulti Portatile Calimba Strumenti Musicali con Custodia Protettiva Martello Istruzioni,"2,99 €","4,7 su 5 stelle",311,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A05285262QPDI2YVPPLAG&url=%2FPianoforte-custodia-protettiva-imparare-accordare%2Fdp%2FB08CZM2S93%2Fref%3Dsr_1_106_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-106-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_btf
"m zimoon Tastiere Pianoforte per Bambini, 37 Tasti Elettronica Musicale pianoforte Portatile musicale Strumenti multifunzione Giocattolo Compleanno Regalo di Natale per ragazzi Ragazze Principianti","9,99 €","4,2 su 5 stelle",97,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A00203133T6INMLSVTJ68&url=%2Fzimoon-Pianoforte-Elettronica-multifunzione-Principianti%2Fdp%2FB09CDJW4HB%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-107-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_btf
"Piano - Fisarmonica a 22 tasti, 8 bassi, fisarmonica per principianti","09,00 €",N/A,Risparmia 6%,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A10104753SPERST2OIDTU&url=%2FPiano-Fisarmonica-tasti-fisarmonica-principianti%2Fdp%2FB093SW1LR3%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dpiano%26qid%3D1652284507%26sr%3D8-108-spons%26psc%3D1&qualifier=1652284507&id=3389961695667144&widgetName=sp_btf
"E-SMARTER Tappeto Musicale Bambini, Tappeto Pianoforte Musicale con 17 Tasti del Pianoforte e 8 Suoni Strumentali, Piano Tappeto, Musica Educativo Giocattolo per 1 2 3 4 5 Anni Ragazzi, Ragazze","9,99 €","4,4 su 5 stelle",4,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05847372AEWOHXK09333&url=%2FSMARTER-Pianoforte-Strumentali-Educativo-Giocattolo%2Fdp%2FB09G35FVCD%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dpiano%26qid%3D1652284509%26sr%3D8-97-spons%26psc%3D1&qualifier=1652284509&id=6916122797005880&widgetName=sp_atf_next
"Ausla Pianoforte Elettrica a 61 Tasti,Pianola Portatile per Principianti,Tastiera Musicale Portatile,con Microfono,54 x 17.5 x 5.5 cm","7,16 €","2,6 su 5 stelle",6,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04324812K6PNZRV3V1PC&url=%2FAusla-Pianoforte-Elettrica-Portatile-Principianti%2Fdp%2FB08X1TCMGC%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dpiano%26qid%3D1652284509%26sr%3D8-98-spons%26psc%3D1&qualifier=1652284509&id=6916122797005880&widgetName=sp_atf_next
"Vbestlife Poggiapiedi per Pianoforte, Poggiapiedi per Pianoforte Caster Cup Faggio in Legno di faggio Tondo per Pianoforte Verticale (4 Pezzi)","5,58 €","3,5 su 5 stelle",2,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0480663485QFBGUORNH&url=%2FVbestlife-Poggiapiedi-Pianoforte-Verticale-Marrone%2Fdp%2FB07X8J4FBN%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dpiano%26qid%3D1652284509%26sr%3D8-99-spons%26psc%3D1%26smid%3DA16343TYEVWRHL&qualifier=1652284509&id=6916122797005880&widgetName=sp_atf_next
"ASTOTSELL Tappetino per Pianoforte, Tappetino Musicale Pieghevole [100cm x 36cm, 14 Tasti] Baby Dance Music Piano Carpet Blanket Toys Regalo per Bambini Ragazze (Verde)","7,99 €","4,2 su 5 stelle",165,https://www.amazon.it//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06073041IOWYCEAGNTCR&url=%2FASTOTSELL-Tappetino-Pianoforte-Musicale-Pieghevole%2Fdp%2FB082MM29VZ%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dpiano%26qid%3D1652284509%26sr%3D8-100-spons%26psc%3D1&qualifier=1652284509&id=6916122797005880&widgetName=sp_atf_next
Aukru DC 12V 1500mA Alimentatore Adattatore Caricatore per Digital Piano Yamaha P35 P85 P95 P35B Tastiera elettronica pianoforte,",99 €","4,6 su 5 stelle",65,https://www.amazon.it//Aukru-Adattatore-caricatore-P35-P85-P95-P35B-elettronico/dp/B077BTZCHR/ref=sr_1_101?keywords=piano&qid=1652284509&sr=8-101
Modern piano. Metodo di pianoforte moderno per pianisti e cantanti,"7,00 €","4,0 su 5 stelle",di ,https://www.amazon.it//Modern-pianoforte-moderno-pianisti-cantanti/dp/8876656618/ref=sr_1_102?keywords=piano&qid=1652284509&sr=8-102
La Melodia Sibilante: Armonia Vol.1,"0,90 €","4,6 su 5 stelle",di ,https://www.amazon.it//Melodia-Sibilante-Armonia-Vol-1/dp/1976908035/ref=sr_1_103?keywords=piano&qid=1652284509&sr=8-103
"COSTWAY Pianoforte Digitale con 88 Tasti, Tastiera Elettrica con Custodia, 128 Ritmi e Toni, Adattamenti Dinamici, Pedale di Risonanza, Funzione Bluetooth (Nero)","66,99 €","4,5 su 5 stelle",17,https://www.amazon.it//COSTWAY-Pianoforte-elettrica-adattamenti-risonanza/dp/B082TX5SJX/ref=sr_1_104?keywords=piano&qid=1652284509&sr=8-104
"Innedu Tastiera Elettronica 61 Tasti, Piano Digitale con Modalità di Lezione, Registrazione & Programmazione, Leggio, Alimentazione a Rete & a Batteria, Bambini Adulti Principianti a Pianoforte","7,99 €","3,7 su 5 stelle",49,https://www.amazon.it//Innedu-Registrazione-Programmazione-Alimentazione-Principianti/dp/B09CZCL9Z7/ref=sr_1_105?keywords=piano&qid=1652284509&sr=8-105
"RenFox Digitale Piano Tastiera Elettronica Pianoforte a 61 Tasti, Tastiera per Pianoforte con Supporto per Musica, Microfono, Alimentatore Tastiera Digitale per Pianoforte Musicale (Nero)","8,99 €","3,6 su 5 stelle",505,https://www.amazon.it//Tastiera-Elettronica-Pianoforte-Microfono-Alimentatore/dp/B07QS39M2G/ref=sr_1_106?keywords=piano&qid=1652284509&sr=8-106
"Schmitt Preparatory Exercises for the Piano, Op. 16: Complete Sheet Music including Appendix",",99 €",N/A,Edizione Inglese,https://www.amazon.it//Schmitt-Preparatory-Exercises-Piano-Op/dp/B09VWSKBPQ/ref=sr_1_107?keywords=piano&qid=1652284509&sr=8-107
Piano. 4º livello,"1,30 €","4,9 su 5 stelle",di ,https://www.amazon.it//Piano-4%C2%BA-livello-James-Bastien/dp/8876651578/ref=sr_1_108?keywords=piano&qid=1652284509&sr=8-108
